age,experience_years,salary,training_hours,performance_score,projects_completed,department,education,job_role,work_mode,promotion_last_5yrs,attrition
,16.095660902539905,992700.4805346,426.92898654898477,4.010632874305909,25.77242043619547,,PhD,Executive,,Yes,Yes
49.97207409490379,17.142437063108165,336558.2358849413,92.83447216999208,,1.2893247605282543,Finance,MBA,,Onsite,No,
,34.325999519909196,2418183.640222918,262.09864285693516,1.6797819261274474,,Sales,,Lead,Remote,Yes,No
36.50193232912366,25.360793451195615,1453727.9344052493,253.01007969410972,2.06918119564186,9.314834585551157,,Bachelor,Executive,,No,No
44.49910572719688,34.306826028896424,611451.8652488235,,3.6444361131370444,,,Master,,Hybrid,Yes,No
,,,444.76033369124394,1.0091645075700568,5.192786379288683,HR,Bachelor,,Hybrid,Yes,No
,15.39556108050165,1777403.5747985027,141.51394460404433,2.1504145414536215,19.508605134042934,Sales,PhD,,Hybrid,Yes,Yes
31.716594469623914,15.80790473621881,1208573.1395520964,499.868624325963,2.9400640997959653,,Operations,Bachelor,Lead,Remote,,
,11.358076334625565,2165819.338316974,332.06375838240086,1.6398263467884964,16.34644340189149,Sales,Bachelor,Manager,Hybrid,Yes,No
59.27939393291722,28.665034871410107,2109376.9558004267,116.0579568202691,1.0950623510531523,3.0786668555239984,,Bachelor,Executive,,Yes,Yes
28.86040011496352,21.764969405972877,,,1.7033433642971465,26.96653510906552,Finance,PhD,Executive,Hybrid,No,No
56.01159939491069,32.173984539373905,,433.53154730235724,1.6677051154192144,46.784000236061516,Finance,MBA,Manager,Hybrid,Yes,No
,2.7725278094945938,2952631.8936558124,265.4648884616769,,10.600017212807112,Finance,,Executive,Hybrid,No,Yes
,18.005473316662034,1735447.4685749004,368.61089372559263,,,,Master,Analyst,,No,
22.902183944119667,12.904130099526336,1774393.043156322,450.9747156598196,2.9930714282387623,2.5732104830477667,HR,MBA,Analyst,Onsite,,No
35.669106490363106,14.29871389508536,,245.8515550079608,3.2129072853739222,,HR,,Lead,Hybrid,,No
23.863298734042232,25.247359907687425,1581172.5819670178,364.3101527500987,2.0625713153548086,,,Bachelor,Manager,Onsite,Yes,
,23.31019967414777,2107697.0228254413,170.5521425827706,1.0712505485344046,4.723070828324177,HR,Bachelor,Lead,Remote,Yes,No
27.214757418336028,10.456467051847046,1847237.6708409563,268.1916331918761,1.5640203398431436,43.1946374728671,Sales,Bachelor,Manager,Onsite,No,No
41.154650290392574,7.504494963279884,731153.6466650688,,,,,Master,Executive,,Yes,No
30.410939045700147,24.5399953195951,2153072.257596654,,4.078467243811719,0.36818756163315425,Operations,,Lead,,No,Yes
24.79842189777448,12.680998154361138,,399.9739046170296,3.6040170363717,23.266472778196068,IT,,Manager,Onsite,,No
57.63825368849746,21.34761806108049,376793.1188462974,308.4841486291222,,16.047754537178825,Finance,,Executive,Remote,No,
34.22573773663016,34.89596403164074,2736511.547153795,70.18744593312626,2.7031672057406313,22.68127906459729,Finance,Bachelor,,Onsite,No,Yes
32.24454653530527,,2057098.3410857737,199.99912850225465,,25.739332086937104,Finance,PhD,Analyst,Onsite,No,
,,,,,,Operations,Master,,Hybrid,No,
,33.47831348914118,1037739.4774234293,68.98437080377073,1.0640736980407919,19.873603420232023,,MBA,Analyst,Remote,No,No
,,676774.272035076,271.58856194870765,3.8812120351762083,,Operations,,Lead,,No,Yes
45.248740164931306,31.240166521237743,1892235.8308588464,393.5843021493233,,,Finance,Master,Analyst,Hybrid,Yes,Yes
34.67798619092498,10.082163552022804,674006.7780513737,39.31327835746223,2.245413092369407,19.784593323568885,,PhD,Lead,,No,No
31.57800713458888,3.6029551918650906,,4.990569987238402,,28.224346533797203,Operations,Bachelor,,Remote,Yes,No
31.26800426548709,11.447784793363853,2679441.0219272887,,4.353196745571557,,IT,Master,Manager,Remote,No,Yes
29.030218241162856,4.824097564215192,657905.0685678879,464.0315921564149,,13.161137680677959,IT,Bachelor,Manager,Remote,Yes,Yes
,4.5721851025128215,1346210.396926566,195.21775680108138,2.7315915411897453,,HR,Master,Manager,Remote,Yes,Yes
27.013058814116217,17.634239292346653,829466.6370482908,266.604010019293,,46.874027781200056,,Master,,Remote,Yes,No
58.25772748809775,8.730769251574435,657749.3530204091,343.5246457897221,2.832998434737316,,Finance,PhD,Manager,,No,
50.29194807625194,20.51815386220617,1150544.0104724197,161.05662844637826,4.4524759633996265,39.808957371730294,Operations,Bachelor,Lead,,No,
49.04815044611641,5.551247125759579,653841.1362893597,280.7737719266869,4.0981799497879035,32.497240291774744,,MBA,Executive,Hybrid,No,
53.57449145500206,28.999262570805406,2329240.004679775,21.652800606293876,,,,PhD,Analyst,Remote,No,No
22.095514023989683,23.71231207549574,1345920.7557449278,378.42435059992476,1.1638195898906263,2.7625909586954878,,MBA,Manager,Onsite,,No
36.08547929798381,34.94691434283172,1344010.4483015412,467.22835177852437,1.4314678819697315,3.206512753847468,,,Manager,Onsite,No,Yes
,9.79964562554463,2023640.9240579577,115.28701901485616,2.98903358208445,39.097923641331526,Finance,,Executive,Onsite,Yes,Yes
,,2340136.938181307,433.93099597007165,3.404226962025404,9.204206238286,Sales,MBA,,Remote,Yes,No
29.553823003818945,0.7803308868901021,1560002.0611858438,152.9165793231717,1.2253855458773901,,Finance,MBA,,Remote,No,No
23.024528475837112,7.340745548960382,374797.75462179614,265.4108058211697,4.06685357713801,39.939954234844514,HR,PhD,,,,Yes
27.206189921052776,6.2659175140932835,,290.53493407362475,1.0781020119680025,16.06023922745618,HR,Bachelor,Lead,Remote,,Yes
25.28283078245017,5.269158502028393,940106.8261177397,251.8750658543658,4.546600343368748,,Operations,,Executive,Onsite,No,
53.692687225174225,34.92897455763738,2973410.556278738,472.5574950928942,,33.74950857774471,,Bachelor,Analyst,Remote,Yes,Yes
22.91339050028807,29.035313075035944,,196.16124936687535,1.263006458653043,42.11814018152039,,MBA,Manager,,Yes,No
43.563617231106406,30.07131872404157,2949355.571964267,47.984433594573,,34.67086544757906,Sales,Bachelor,Manager,Onsite,Yes,
,2.3609904017420207,2974339.017793705,402.4624835935284,4.970299714497081,,,Master,Lead,Onsite,Yes,Yes
,27.820839972666114,,87.01234287276493,,15.378334382031678,,,Executive,Onsite,No,No
22.13329552938639,32.026077883992436,1656342.4393793857,249.63685909324474,2.209863068685124,9.616829973269075,Operations,MBA,Lead,Remote,Yes,No
59.006658300145176,4.170208325105882,1626676.3562365493,334.7126013519589,2.5226377966249816,5.98432510241807,Finance,,Manager,Remote,Yes,
42.348750433864865,26.596014124523496,1183972.834997525,19.030626743427426,4.19448328526654,7.694714891345561,,Master,Executive,Remote,No,No
42.71005940044267,7.25022053397916,2121408.169420088,,1.0436372501031315,45.724479338196815,Finance,,Executive,Hybrid,,Yes
37.167241561747204,13.633898031707247,324589.7140683173,,,5.600373283084875,Sales,Master,Lead,,Yes,Yes
55.652544087781415,4.849919109595204,1397464.5860970144,74.08946315578635,3.226297788233853,6.380471949209038,Sales,Bachelor,Lead,,Yes,
28.276876808181477,1.23688627582696,2414703.180255772,,3.1737565919211144,10.810408167259162,,Bachelor,Manager,,No,Yes
32.70019083537717,0.04017397462377059,1026466.9745566606,43.81862859225194,,15.641906425780599,Operations,Bachelor,Manager,Remote,No,No
58.94696377534828,33.63466652575387,2206549.55843457,265.4283662572363,4.13721355561449,21.221334566245275,Sales,,Lead,,No,Yes
26.556166681291895,14.091611109542656,435794.06554537464,,1.8025155098788512,,HR,MBA,,Remote,Yes,Yes
48.66316308909441,0.3852001042652814,,378.34065894779985,,28.65966693496401,,,Analyst,Hybrid,Yes,No
,14.014465680864433,1807790.3656693182,,2.925980091904164,35.67725655429043,Sales,,,Hybrid,No,Yes
,9.299698002344764,,25.345838218802154,3.022803000278323,31.875746974913767,Operations,Master,,Onsite,No,
57.27763800547525,34.03234434690991,2131159.1084916024,185.1881497737256,,2.178773450626842,,Master,Analyst,Onsite,No,No
38.236191604064715,16.041895806415695,,2.5462614816426643,2.613755402704182,20.85082603894642,Operations,Master,Lead,Onsite,Yes,
38.47349753299581,,2884147.1152733387,,3.70991103304724,,IT,Master,Executive,Remote,No,Yes
55.120375543657985,2.5674116529805406,462946.39413680753,147.5278415769929,1.5543828396705486,46.15093503675615,HR,Master,Analyst,Remote,Yes,Yes
40.173938048789864,15.658127873605949,2946730.9237199146,166.99029283015588,1.537995209873103,13.266780707698867,,MBA,Manager,Onsite,No,
,7.70072628028127,570521.2654598095,425.8459549305111,4.078038670556403,32.3502573324717,Operations,,Executive,Onsite,No,No
53.905867937919524,26.47849982836973,1844894.7667016552,412.8176635549886,2.1162883564866255,39.430424887390146,,MBA,Manager,Remote,No,Yes
25.574114055543866,25.07920935842344,2540688.38586479,388.3036529871954,2.213498594816785,,HR,Bachelor,Manager,Onsite,Yes,No
56.8805404501187,13.428115770716737,1419397.2669986938,,4.072676657724968,,HR,MBA,Manager,Hybrid,No,No
54.915997222517305,17.445009268823224,491703.76738391025,,4.120797449058218,46.33195962534127,,,Executive,Onsite,Yes,Yes
47.63315181746441,23.69413095597531,389301.42774810095,310.13160596857267,,,IT,Master,Lead,Onsite,No,No
51.07882967885399,10.426425376862568,,204.23250726640325,2.1631897747846756,3.825161821418882,,PhD,,,,No
48.84311204667631,15.324587272710422,1785607.6838657493,347.19599845603074,,37.40687888243146,,MBA,Executive,Hybrid,No,Yes
40.16382851433669,12.749398884393717,,63.71589546449591,2.0494397652607503,,,,Manager,Remote,Yes,No
57.617512141614895,29.145433706963665,666967.5406274108,161.0715981816615,,49.44507862800698,IT,MBA,,Remote,,No
58.366486656405385,5.670101937542937,2191585.848886675,144.70674450329074,1.2950254396890175,17.62014481273676,,Bachelor,Lead,,,No
,,421959.2101677756,495.3874511098956,3.2952023150170975,16.208359759232096,,,Lead,Remote,No,No
41.2897618182548,26.77363084366771,1087611.1260462846,179.2781420690826,,,,,Executive,Onsite,,Yes
23.88838737012324,,1637180.8068325112,483.2509357822361,1.6215055920956822,,Finance,,Lead,,Yes,No
46.598249187096286,3.4121876525959816,1273740.8131776233,485.88424047364657,4.788370586050997,41.46859553280464,,PhD,,Hybrid,Yes,No
,,992939.9364672567,473.8959433474997,2.3109433784779383,20.999938578581396,Operations,MBA,,,No,No
,31.989824952966682,,253.78657204150912,2.7521690026909136,36.005216328650235,HR,PhD,Analyst,,No,Yes
46.57975766244757,14.831301260999807,,,4.652109028324018,2.2430507608535377,IT,MBA,Manager,Onsite,No,No
56.686269811349554,15.936894532410774,2544656.442391112,273.60235204323476,1.336095217249233,49.092451551643535,Sales,Master,Analyst,Onsite,No,Yes
,,2963843.979552142,496.4288607227589,1.1524808384186116,30.7774002699245,Operations,,Manager,,Yes,No
28.457876963675655,21.65673321020376,549232.8433599831,,4.5651109119870155,4.727763999700807,IT,,Executive,Hybrid,Yes,No
58.55420302209606,5.920202233318119,1529359.905180926,,,48.74806457030619,IT,PhD,Executive,Remote,Yes,
48.91039630395265,16.203044217708403,864780.2975697914,461.0985745119188,,23.345060935560703,,MBA,,Hybrid,Yes,No
30.16789465139188,0.3388895250521601,1309120.4900950114,163.68789884624218,3.05380484396054,37.090718156801,,MBA,,Onsite,Yes,Yes
55.98484973894297,26.66442144536949,2527809.9479555176,405.5120915711086,,22.64498477118083,Finance,Master,Executive,Remote,No,No
41.67718987049431,17.062438333953747,2116161.074490021,8.950980748313686,1.4744597324806161,44.24438836949808,Finance,,,,Yes,
36.62339757985916,15.313245832672063,2818248.577216956,388.242878297925,2.2538906954342592,32.24617822215215,IT,MBA,Lead,Remote,Yes,
,27.844155847898026,460723.2734493609,83.8666238845645,,49.05108667191322,IT,PhD,Manager,,Yes,
29.126986731705717,8.658884980147151,,31.87998314914453,4.890217594653241,30.784196283677055,Finance,PhD,Analyst,Onsite,Yes,
48.95408413818299,22.167818319983382,719604.0374556079,427.6197699456562,1.0977913193444033,44.185867162399795,IT,MBA,Executive,Onsite,No,Yes
,28.862371923826252,1197774.0726061852,104.0903965427059,4.391240807305394,24.33387932829158,IT,Bachelor,Lead,Hybrid,Yes,Yes
,7.027956516956998,1301425.5563614042,380.55062811350155,1.69297975215775,38.6361087729969,Finance,PhD,,Onsite,No,Yes
,18.55275153201752,1319582.4971602666,38.17657504411287,4.7269756710128865,,Sales,MBA,Executive,,No,No
38.45350514041248,32.03344397247983,2320293.1189588737,170.8662943137805,4.058879305993269,9.282348755737457,,,,Hybrid,Yes,Yes
50.89775431277958,17.945597215098367,543644.0901513713,,1.6451513858699283,26.99171691975655,IT,,Manager,Remote,Yes,
23.354254220255605,10.635838499606203,2006271.9428392455,,1.2180640107492242,43.71545401822967,HR,Master,Manager,Hybrid,,No
55.160983147003044,17.76192910680614,1840158.2245940121,368.84148375485887,3.6836056327249023,,HR,Bachelor,Manager,Hybrid,Yes,Yes
55.18517443117092,3.2642876649141863,2997583.622135406,434.225675251533,3.4033924874421055,49.90470292033042,,,Executive,Remote,Yes,No
44.82324161717753,25.336287768255385,1909618.1715456224,,2.041832161003994,25.39378389924839,,Bachelor,,Onsite,No,No
39.97713348409801,9.553782364628518,,,4.844140828228459,9.977876606194474,Operations,PhD,Lead,Remote,Yes,No
29.52504847861313,31.324825017420903,1009311.3814128516,47.068984260445866,3.28216054204657,34.39036874974455,IT,,Manager,Onsite,,No
42.242780047638576,23.937281969402534,2213451.1495886594,,2.6024157650139235,38.64608078485539,HR,Bachelor,Executive,,Yes,
39.80101935605629,31.02967122897228,417933.92244629556,,2.9516175873757735,4.147789765685161,,MBA,Analyst,Hybrid,Yes,Yes
41.86598556510535,6.538335740900491,2197055.583262846,,1.7468650046740226,,HR,MBA,Executive,,No,No
45.602766610315335,24.941296144520546,2676409.8771180995,182.49817061640132,2.747203954826639,,HR,,,,,Yes
51.168133886160426,9.94520703346951,1493504.887487172,51.87606641204107,,34.926770220177325,IT,Bachelor,Manager,Remote,No,Yes
59.55865080288057,10.614513916650102,1862828.3450840514,183.98121052391176,1.5465005137377288,,Finance,,Lead,Hybrid,,Yes
,,1859102.003530994,,1.3056781058195388,23.300158144595567,,Bachelor,Lead,,Yes,No
,16.53038862944555,749512.1339280102,360.7527134257539,,45.335479784574126,HR,PhD,,Remote,Yes,
22.187392911936076,7.032295648995597,1121528.6955700435,456.67947786052923,3.3886062843521727,12.456493619527892,,,,Hybrid,No,No
37.271184165356004,22.428392066561603,,10.901101996911745,3.914344014259261,48.714511039587144,IT,Bachelor,Executive,Hybrid,Yes,No
,20.051633125122095,1133921.3996540117,,2.739530105429081,45.580659526577506,Sales,,Lead,Hybrid,Yes,
,9.388779002772559,857404.3355906195,175.19080768899752,2.530911492970773,29.979514251039863,,PhD,Lead,Hybrid,,No
44.19644368928036,10.596822870885758,2610846.1869987915,316.76977400106813,3.0943298560126435,32.14112320400991,Sales,PhD,Analyst,,Yes,No
59.13315064003456,28.924701543942383,1877795.6180121913,163.44506683487214,1.1782428509619316,44.48233224694388,IT,Master,Lead,Hybrid,Yes,No
35.31031077146895,22.76008570119689,1564621.164340393,270.41364734101404,3.3500568014724244,6.199821248592674,Sales,MBA,Executive,,No,Yes
,30.916884690526253,,417.30461933515767,2.1728052813845986,,IT,PhD,Analyst,Remote,Yes,Yes
58.722328980731646,,648659.4653348506,445.30862787908626,2.246375371678156,24.21745805698689,,Master,Analyst,,No,
57.32628110384205,27.79347933137697,2932101.651440103,153.9202929025204,4.94766020306764,38.42211749435891,HR,PhD,Lead,Onsite,Yes,Yes
47.23623774863047,9.268901250231,2821181.529482323,176.52356704901257,4.742281369058162,,Operations,Master,Analyst,Hybrid,Yes,
54.57882370150541,14.392128719422777,2803171.5859082607,57.53294689071381,3.3201681196314556,30.006965147293492,Operations,MBA,Manager,Remote,Yes,Yes
44.78206828759354,14.939546686909482,1834615.1831080478,456.6685777476136,1.2662780710991974,34.87228006367761,Operations,,,,Yes,
49.18723051264183,29.256947052782884,,176.80729236499377,,,,Master,Executive,Remote,Yes,Yes
,,,30.293098780562687,,35.325684094053635,HR,MBA,Manager,Hybrid,No,No
52.28068489618046,27.164364736566682,490417.3111647315,349.4710410543919,1.1223397470147471,22.263849648364964,Operations,PhD,Executive,Remote,No,Yes
57.47845095568701,10.59862203296555,2777950.198154024,275.61922250684626,4.478018697661135,,HR,MBA,Lead,Onsite,No,
53.884004065942015,10.346698680872475,1079311.8810324008,262.2111475750712,2.3511183749442375,28.96254057540365,Finance,Master,,Onsite,No,No
55.83033730784045,2.6281354712040534,2009889.861390224,207.43474910409927,2.598700804556357,,HR,Bachelor,Lead,Hybrid,Yes,
31.65134038429423,12.931107158354742,2494306.677663746,145.26344290993083,3.113293669052127,,IT,Master,Manager,Hybrid,No,Yes
56.97391028421802,26.435387764375523,1557311.8452058234,157.4768635959256,1.4868529891316178,12.585500189336225,,PhD,Executive,Hybrid,,No
44.57885351048945,5.099359974719467,1966470.0917138436,,1.8397194157627768,43.74100810149477,Operations,Master,,,Yes,
,23.518145940211824,1667355.085508616,322.26444219802124,2.312572249936261,,Sales,Bachelor,Executive,Remote,No,
53.261100221242465,,,479.3724720204365,4.348398726262348,19.866313908057716,Sales,MBA,Manager,,No,
57.004057097057014,31.599937423794163,2504421.6036955775,291.5892441513962,,,HR,Master,Lead,Remote,Yes,
,12.754329486054676,,367.6745473776249,,,,Master,,Onsite,Yes,
30.484524490958236,3.6550481381860807,1080116.4495372023,430.5514258435005,1.8489375740635117,,,PhD,Manager,Hybrid,,Yes
45.846088862819144,4.880493533808165,1421977.0008722928,454.7562637338406,,3.1153527061375916,Finance,PhD,Analyst,Onsite,No,
23.731485568963382,29.3182024941394,2246895.184865688,192.48155723913922,3.2414003549566757,38.07842322651263,,Bachelor,Executive,Onsite,No,
44.44693569484835,34.194118502257965,1731766.8372219887,125.4884276176173,3.0408312974549703,22.378246395322666,Finance,PhD,Analyst,Hybrid,No,Yes
50.676200019967354,18.855456995895278,2807254.2780147255,,4.8976131057657835,43.4731952916537,Operations,,Analyst,Onsite,No,No
,12.667509913769607,993321.7383108262,453.7653248500734,4.523678456678015,48.18274842014193,Sales,Bachelor,Manager,Hybrid,No,No
42.30542231023668,19.22767770140194,,3.3681776278671194,,,,PhD,Analyst,,No,No
,30.874656735683256,812778.6963778273,,,0.915793069351134,Sales,,Lead,Onsite,Yes,No
22.594977721865252,20.25361345106802,2336444.3759774356,209.63803519027684,2.9322171982437193,19.054833252001902,Operations,PhD,Executive,,No,No
,16.10438832569726,,,,49.28454114328782,,,,Remote,No,Yes
44.41605426596781,2.510658352353592,2818198.1050806735,62.574324470561216,3.631078239758874,35.401995721171254,Operations,Bachelor,Executive,Hybrid,No,No
54.098186402056974,,1483944.7960285328,,2.1078615460111134,20.466949512867057,IT,Master,Lead,,No,No
,1.6494154586731002,1014890.2270492996,50.599656498958254,3.1385044124003882,,,PhD,Analyst,Remote,Yes,Yes
30.96778550798664,34.841434056285244,819946.0651916189,422.78894469907584,,5.563468706426001,Finance,Bachelor,,Remote,Yes,No
59.11910066075481,33.27814397334362,,,3.9845840130526735,25.95025702538062,IT,,Manager,,Yes,Yes
59.94976976794238,31.149870426491375,389160.7584446843,253.22378710755055,,,,PhD,Lead,Remote,No,Yes
33.30118207212993,,1853037.442495157,90.79200035219826,3.181487957222668,36.98499080702885,IT,,Analyst,Remote,Yes,
33.78229215739334,20.519023383632256,,155.82149184375942,3.267308752333261,43.53925327571113,,PhD,Manager,Hybrid,Yes,No
,5.269715356228145,1502973.695409883,396.10471873341714,2.282679080524635,24.914194477862196,,Master,Lead,,Yes,No
42.84552524671337,31.30419797235862,1631361.8156436253,203.54118718501124,,,Finance,Master,Analyst,Hybrid,No,No
,,420823.62022407545,140.2721004288587,,28.42878238087745,,MBA,Analyst,Onsite,,Yes
,,,441.8626816448563,1.8042525419138742,,IT,Master,Executive,Onsite,,No
56.815290311533154,22.892370316961376,2092773.0541811422,225.91475926831654,,26.480219636803277,,,Lead,Hybrid,Yes,Yes
41.91916481061438,14.650669849689425,2442830.1266609463,103.7550880273495,,,,,Lead,Onsite,No,No
52.20535475804651,19.756213438174804,2705709.311178942,458.64004229955395,1.564361911329705,,,MBA,,,Yes,No
