Age,Household_Size,Monthly_Electricity_Usage_kWh,Monthly_Water_Usage_Liters,Monthly_Gas_Usage_Units,Work_From_Home_Days_Per_Month,Vehicle_Owned,Public_Transport_Usage_Per_Month,Monthly_Internet_Usage_GB,Smart_Device_Count,Monthly_Grocery_Spending,Recycling_Score,Carbon_Footprint_Index
35,1,345.80593595208427,6164.188767252323,202.64084263662073,17,0,26,317.61418456537365,14,11595.55067531993,55.38317210789533,206.38695274333085
39,3,336.08798823216296,7605.606897832418,170.19393440507005,11,1,23,255.8398369095189,9,16039.284467082267,85.22026422375579,195.93696245657716
48,5,757.8581174934409,13446.634279801769,422.42161701215235,3,3,0,240.00710739548842,7,22455.646149319997,29.036387144117768,437.503007074679
23,1,422.48293835275626,6926.686631464171,186.82217512876554,17,1,25,346.64163217326865,10,11178.294476259169,60.292369279153505,262.0820601114375
38,2,235.7312666311467,6148.989499081626,140.57584883543615,10,0,21,174.93531281371557,7,17542.63917646158,88.66053542907035,169.82728461211553
50,6,638.6888770219082,17206.461338727884,390.34917353653634,3,1,13,126.77137353498179,5,25266.090006318176,35.465782340837194,345.06402484552217
61,6,661.6888733648694,18813.685589950906,349.96611823446455,1,2,13,162.9981841077935,4,22778.557336327944,36.32398539979578,265.324402758882
39,1,461.77759088778436,6905.37852554156,224.12572159196026,15,1,11,390.7188225531895,12,12911.374290335372,76.16258574891326,274.05674430017325
41,5,722.0168655108017,17109.07152671883,403.8318690251858,7,2,1,242.22161075192787,8,20064.99623511069,35.51126604086956,417.7565611004608
37,3,691.0668455264375,14915.62059907893,464.5521086014461,5,2,0,302.77915882505755,8,17710.680939663573,41.07823282416801,429.39714747002137
41,3,293.32824190481824,8865.0372719866,182.2822903218856,14,1,25,241.6552259189147,5,15548.815343757082,84.76394631084707,177.80228497204516
60,6,433.5533001721841,17359.87299695362,355.52144039703893,4,1,6,189.18552136112675,4,30761.9292188815,41.338247152890006,336.2196502213082
41,3,251.41648066446396,10024.724420816008,142.64585831926863,6,0,39,156.4364204244891,7,12300.212361104144,80.52821326974079,177.9060224232942
43,2,343.59751152807223,9344.88810203893,159.87765391418986,12,0,25,211.82365581424548,8,14818.075301218492,91.03272986256727,198.32663317484372
31,3,297.4027508691478,6681.565368835378,160.8458204837174,10,1,45,228.39226138924926,7,14383.410367432576,82.48982828230614,210.48431063192774
45,6,588.8157800781355,19134.872336817345,409.0373586966664,1,2,8,121.7394588094372,4,30712.445768494632,50.60893665603737,298.1737277939491
30,4,792.8941553065715,16124.736583233356,417.46118671250247,8,3,3,257.28382383579395,10,20240.958717875637,50.191992527112646,465.81924672583796
58,7,566.2962826392888,19502.10569552629,355.8489458817854,2,2,5,164.3115726439621,3,15789.979199565854,45.785161639340245,393.6602113629083
46,4,689.3036309673718,14140.785112083751,495.2457560352679,6,2,3,282.81914478332385,6,22847.789522846928,31.738235252448483,439.7041748552844
31,3,285.4072637728387,9265.378640986006,149.13554652622534,5,0,39,194.45456779626932,7,9992.564777662998,80.28825957660577,168.50868097586994
25,2,427.48384175281,7360.397503896412,226.00932169432912,17,0,22,421.1594408808286,10,11041.129678967322,63.76751197398761,247.82483750395636
22,2,496.56980508150025,4023.4243481071717,234.57887797816613,15,1,20,368.95851611416134,16,15620.335891951878,59.70925087206418,228.5654682888175
41,2,261.01602777783853,9022.39550347518,163.07849640401787,5,0,26,278.90238348044625,6,18490.925103277466,86.4033294172558,167.09391196867662
33,2,390.55547501647163,6229.589266900791,202.30254519628647,17,1,21,354.23079797289523,14,10988.58860877533,55.84853701149765,278.0277736651397
41,4,834.4396956654953,12601.245769180132,355.7481825614695,7,3,2,262.5123805055496,9,19853.67120649815,3.8288688256878913,407.37199306248704
30,4,738.0696615371852,14839.79513005236,475.5729048792218,9,2,2,293.6624000754118,5,18026.304534275776,26.00669977099788,430.40347663782586
51,3,768.6416495899316,13024.134784188158,431.4596063987357,8,2,4,329.7454194097834,8,18026.125617003465,47.96753465426491,420.33997135103203
40,4,708.8784211372569,13242.426223335784,510.50100963158343,7,2,4,221.51581903529444,10,22109.65476457023,35.93336599631363,434.2381176910428
28,1,462.1188615289959,5068.0567230613415,212.49239961278647,20,1,29,378.54851930583396,12,15499.900869202149,69.5103423413469,260.32379724763297
39,4,782.7246245035602,15977.586631053297,443.4758245034723,9,3,4,266.7462572261146,10,27195.34785676421,11.384866393407997,396.81979828018626
24,2,539.4521926226205,6537.0349034706,221.2846525079024,18,0,25,422.1792793713138,14,14148.941407883465,61.13243654955187,275.90869317821165
52,4,255.61878571776327,5923.785316733657,149.8579975556853,5,1,31,208.82801479848575,8,14751.609266681662,93.31383722598926,163.66854717916155
29,2,468.1801023420492,6807.415379375322,163.41619221409456,15,1,11,433.3371746342136,17,11278.439290987468,52.123121328825384,251.48567830407325
42,3,667.2468503833406,15391.844296708554,373.2678705314222,8,2,1,280.91218654549203,10,20920.090826089512,38.3922514466879,406.5791115251635
33,2,442.6057527440923,8595.930046191637,196.14309374100333,16,0,29,417.3105908070392,10,9895.15605649892,52.22826986505215,234.31046864379857
35,2,441.29191020141786,5960.086555450487,181.08050461258208,15,1,21,495.59972683394017,12,9641.726060045297,50.342491909726625,268.8908839221401
29,2,530.3713221643231,7361.428792126416,164.89220513207707,19,1,13,400.5574058769936,16,7997.6881475106675,55.21499179128861,262.70816510792076
25,2,283.02419072761955,9880.46285014818,130.57621786789105,14,1,28,200.48645987297616,9,15677.06087238671,86.91312062014529,136.50747363538784
45,4,781.6221233183924,14469.229201790451,399.05432092804733,6,2,4,263.8112155975231,7,24100.24021008319,14.285108124237269,418.6307143999861
37,2,382.4156118276842,7691.239958194998,193.65445508722837,17,0,17,362.994423094269,10,12798.768319143252,69.91337529035974,308.0297029241408
54,6,743.544675597882,15206.335148604998,348.7851870043969,1,1,17,127.44853212944223,5,22236.818335751414,32.73514391377989,366.8257255605762
43,7,603.152605639433,19437.55622999309,280.83913886123474,4,1,16,204.14111775544947,5,32227.65946431736,40.59767620320833,333.78063255206143
36,4,367.40668528191236,8520.792998450035,177.32801939018873,14,1,23,227.96197325571598,7,14148.603055005864,91.42462239137652,216.73387662172058
54,3,266.06742451590384,5187.935726735406,134.44061672760674,6,0,24,116.37930915165543,7,15252.878166684288,70.72162269434975,198.72949911848062
38,1,434.3622390128599,6286.233079252141,199.7259490697511,20,0,12,363.1304165366033,11,11076.898219095758,64.11910126926094,286.2739619980135
40,4,323.861666568179,8552.52323286646,173.57057072017415,6,0,44,191.41541109984936,6,11089.521420599207,84.64024017429838,227.53233314351024
52,3,275.65642136199364,8200.643586872016,163.15942361599818,12,1,22,157.82009463846018,6,15421.487714887686,69.85420377341981,203.77834296463303
41,3,733.2010245213528,16426.439640791974,407.887189752225,5,2,3,235.08388012593963,10,19705.99709964998,39.06343235397152,422.96472135049294
32,2,554.6388009719466,4837.3337569453,199.88865046358256,17,1,26,395.4166148144569,14,12620.211892809588,51.975035272925375,228.19090885213947
23,1,414.0359444087001,7258.153878996584,204.06693617228774,16,0,22,449.3542148438771,14,11366.920776687808,55.03769501393421,252.55450680574882
60,7,451.96934019438464,17759.751900283147,375.3104300496368,4,1,14,160.65450987857963,4,23906.887872610016,46.370376688177785,367.6999489939339
53,3,279.5430864538535,7659.1010730116695,170.51282193292573,11,1,30,141.00790076347135,7,17638.822450316005,86.89744196662693,193.7495505813062
35,4,321.6190478407654,7705.470696584467,152.16879979454944,12,0,42,183.59578655896263,6,20131.99670831545,85.01821882250876,174.8656166227811
41,6,702.8856350244895,16783.174475963482,364.4135034411192,2,2,5,220.60016015245498,3,29266.443819614946,34.91243780625079,335.2356972231234
37,5,733.7318560824292,12373.250267049514,353.24403482815404,5,3,4,197.793934518601,9,15377.726575053912,44.58885388632469,403.48644381932365
57,5,657.409420952216,22898.89271969562,383.1291656118087,4,1,11,184.92044599465876,2,21370.958197565382,32.29991094172225,377.4961570904958
29,2,500.7265462487227,6809.795577359072,145.49897865861075,21,0,16,426.65380614355,13,11665.533747080317,73.1362725705321,268.88550434441123
38,2,357.94339705627885,7460.8054557024,214.47847628592083,16,0,20,408.852974536472,12,9368.291377181313,79.80614334685565,265.34584676873845
44,5,724.9014146317653,13791.363437450324,394.31807549155553,7,2,4,271.6208075739588,7,17344.914103211602,19.053079559726285,404.4182603372837
43,3,680.4026879648421,16904.36748687354,405.9286461621129,4,2,2,223.98944916977968,6,17889.09066767231,21.209837310495487,457.2281756215442
25,3,295.0476190068851,7389.573751331562,194.23996399068272,5,1,33,187.664717020941,5,8324.306133904596,83.54940309084051,187.41957574878163
46,5,451.12189078093206,15053.58037809837,346.820457216644,1,1,15,175.29123883221735,5,20939.665420638412,50.71063911250832,274.87293539284394
37,4,270.55510822438674,6474.939529316134,145.9983668078248,14,1,24,176.8873624595966,7,15288.225442458617,91.45767269317491,172.8062737714268
31,1,420.646797767445,6374.009824142448,171.85202311795217,19,0,16,385.71857936871,16,13914.940061786774,54.39136702150461,258.19054817513984
39,1,405.8916003454148,4921.0991769681605,181.35667196338727,21,1,27,403.9788129927452,10,16113.916406082779,41.28081337209169,261.1714597721161
30,2,464.350312479835,8519.935422060289,170.0900796675761,17,0,20,366.96768320342505,17,9002.77937653803,42.45608439211081,264.8382968003631
25,1,421.4465159746874,8096.820784679094,249.44050139794308,18,1,10,473.7004039017088,11,9157.219504163171,66.10183062077951,265.78112657450845
39,2,451.1963990546918,8097.943310689901,209.00556848221402,16,1,23,270.28051881746137,16,14598.538177066876,50.73416478262656,246.25925738299878
24,2,462.9378621633095,7189.781504597103,188.65557066644868,16,1,21,334.08474571509316,16,11697.484145537015,43.62603056903306,281.3674614440203
43,7,699.1469266899087,15133.616644517146,348.32653556239563,3,2,18,183.97344880787867,2,26669.260011186892,48.32545207562166,345.52076067375003
27,4,185.36680263093643,8743.398233644877,146.4711816529405,9,0,35,200.33327506623814,5,11359.753523094769,86.28925911567922,211.04965712679544
52,2,312.71363830099614,7201.737791760873,183.84761756923987,6,0,37,194.42497443185155,9,16311.546288885243,78.42415430790028,197.5119648740609
63,5,467.11358059791553,15295.628803498734,306.32973443227564,3,2,16,192.60923350565065,5,21534.403860515788,42.78499268955465,316.2501753287496
47,2,364.27570801928846,8074.775578583479,199.37169787325337,12,1,34,169.97817347296044,4,14159.802591633075,80.8774271609851,178.4152241432402
38,2,438.0653269102963,6037.282575713078,179.8105055545754,20,0,12,410.975725907492,10,12840.931078616113,36.59559334190831,257.5745541739283
38,1,437.4955672329661,7155.798884731172,195.021491381822,16,1,10,382.4138305405952,14,12676.483383460469,77.8411191624191,207.51513912465563
44,7,578.8856946291269,16993.79171086916,335.553750710081,3,1,11,194.5546274650285,3,31563.927384635477,31.513205393644505,328.1359180448616
51,3,625.3821898548549,16672.291311411536,398.66487053817804,2,2,3,259.8779074500938,8,24533.849372332228,15.993301451134522,386.46316983839375
53,5,663.8977232461248,14788.937159952115,371.7629901758412,1,2,5,98.08359173539438,5,17225.37658233913,57.55951257740182,341.5840449223079
40,4,309.09379458846337,9259.258996843051,178.09023616846792,13,1,32,174.55878465788916,5,11319.183812655354,74.00330862126712,195.2914817223089
38,5,616.4525418095344,19602.24992289644,334.0723112236237,4,2,19,139.12883154139877,5,25788.894010663196,41.972031180356026,316.05221332061086
53,2,350.0413187382302,6050.118757657434,150.4392653109985,14,0,32,161.39523110481775,7,14536.304232012706,83.9577164205834,216.06436307842108
40,5,523.0328587156527,17832.772606689552,347.10085150114446,4,2,9,179.10648046993157,3,27040.553756040645,46.47832124415255,359.3406828366008
25,2,489.6097465392733,5611.446143447265,203.2291708225286,15,0,14,424.9591114320543,16,10432.374313530578,63.90575194536764,263.591882003524
47,4,808.8603399026124,11323.641001191081,387.6415567675304,2,2,3,268.37165387007553,8,18068.38396667494,25.475757351909586,411.5561976033511
54,3,755.3580113891121,14215.357994974516,426.6450587238893,8,2,1,234.8484879506433,8,22829.579910433382,31.480574138908146,388.50977652729614
51,3,830.8285247058708,16573.208217232153,430.4977197932644,5,2,2,289.7692510307461,7,16786.415426393043,36.067300025201064,430.06263961441107
49,4,742.1351287399549,15355.833614019744,321.4290280074102,2,2,0,254.30821805212497,5,21630.018790997143,24.303699234536225,378.1131260929143
41,5,588.9886936836939,15147.878668594978,300.6710933554134,4,1,5,93.85364064563149,3,24676.415328594365,53.03025959846282,374.05267921252295
64,7,569.7205481456213,19417.164399712416,362.79220426852413,4,1,7,121.59536241637761,2,27335.21247266385,29.247722229788398,286.9518613847183
44,5,550.7644228226153,16413.73821898136,333.45861044589145,2,1,10,154.17796445502628,4,28651.907854928722,41.01171033965282,342.41197336814434
26,1,405.02511649218457,8386.662815923453,207.9494913715861,18,1,13,416.9315201913721,16,13059.061872918224,62.80647607472048,282.34037196315364
49,5,602.2617144279975,19036.900089013863,354.53018301820373,1,1,17,140.38996846243276,4,23160.384328550917,41.85770813407839,350.5620988459351
45,4,280.4906001770841,8775.360502220585,133.9711919170189,11,1,22,190.85859863992096,7,10047.439058758786,91.4011894622847,201.88261764725553
34,2,276.59170674243984,8252.848251230926,192.95066265559973,14,1,28,221.69061641778416,8,12659.02357928577,91.44248130748596,168.4397520967519
46,3,739.5500019653134,17308.69914953101,411.79943071556573,6,2,2,234.5554116248603,8,17767.269899133287,14.058236747323964,381.23089875214646
32,4,246.46493860656926,7982.619267078359,161.85494569015665,6,1,23,171.2610638963394,5,13695.753081263305,85.46973839719564,168.73838709430194
33,4,662.5626961931806,14499.970628129275,383.5522416123043,2,3,2,235.75486548640714,7,22103.393602138753,34.64502165214213,386.6650410330004
45,6,604.6772304944443,18436.428597596107,305.94960885251646,3,1,15,163.9064665790332,4,20092.365339174612,31.605556892004774,347.689830209321
46,7,516.8618782948661,16495.007347199604,374.49210327642777,1,1,7,171.4933809911424,2,27014.102444915683,49.47770799559638,355.4299455824745
33,3,270.6223999965714,7421.095461599676,184.88769236351982,12,0,35,176.61743347963295,6,15474.888061464673,83.41024695506803,189.2110053569528
23,1,423.4804203380774,7914.539220758205,178.18421310014247,15,1,17,422.953542249622,17,12030.705523282197,67.77343633855143,264.3229225020466
43,3,269.86993661363834,7295.3638040403675,149.16986811859815,14,1,20,168.87544870847884,8,16448.910736160535,74.28015346678362,176.96347455785508
49,4,300.01314894672527,6827.613634214643,106.36535539397715,9,0,44,213.34809306213108,8,17079.61793655345,84.60949161853408,195.46459111314422
44,2,302.5782033291198,8282.55844048584,158.74089990257625,13,0,41,205.47402672791912,9,11146.759366782215,84.28662136025933,178.1876554681531
39,5,605.5156817798859,19005.73532039807,326.33779208471344,1,2,11,201.1978918187819,2,22441.128275914776,36.65891724457691,332.51732154354517
47,2,262.7440400397619,8705.435746740859,183.5839932987417,14,0,45,163.32907801940783,9,15066.283918038082,81.19410457119261,144.04954889749342
58,5,689.6864345358599,14946.617569678963,391.0411065422578,7,3,4,224.70940025907626,9,15388.921996616213,28.520112524771463,377.4902958095703
37,3,797.1156105133934,15849.512362264724,410.7174714149819,6,2,3,321.06074764364564,6,22428.62566475882,46.751299396902255,474.03135589618
35,5,533.0074642402278,17764.1430366065,407.85680540057496,4,2,11,93.11466062746915,4,29098.002834351108,37.38849860038152,356.0442591020162
22,2,463.2799455654009,7367.812783788117,238.50226358210506,18,1,13,478.0358149647984,14,13148.032021184386,63.65648544699761,272.03833907576376
43,4,286.4372242153891,8710.333086675477,156.546830272541,7,0,23,182.7123887505449,8,11612.092511389485,85.30686838839725,161.6403686932393
49,4,320.7303439373325,7227.787424661442,128.6966386853661,6,1,22,212.42641831210415,4,12949.629728408396,83.64964711041324,176.1398499283086
36,2,516.8790298551877,6682.0487877627775,182.523211328932,16,1,17,394.8380350027694,12,14198.313682392003,60.57445139531189,244.74469348488316
40,6,564.9217532681521,15784.325652486526,292.85928413748786,2,1,18,151.21257627104174,3,32428.781297717687,37.93771525042908,324.4100588741366
35,1,318.3502280918957,6283.473032072462,240.58717801791164,21,1,16,385.9073870191708,10,9438.835499928064,49.34804037427965,269.76296231631096
52,5,668.5078286938043,19293.93693903179,306.01877671950876,4,2,18,177.97390973922035,3,27846.36784694728,29.53639593962069,355.43279275757925
35,7,623.1815317738777,16875.554370671824,267.42066684482455,0,1,7,121.69157602294123,2,29397.577075310932,39.92653675912658,329.5089278564132
28,3,311.45364750853275,7332.941275994304,163.43200430446868,7,0,30,149.57176095602657,4,12625.46148762131,83.57884615944276,178.6153706805335
46,4,292.01290792574144,7738.500978362596,149.0170042492289,12,0,37,227.27573734604283,7,13591.543531434314,100.92547241079922,170.75025937949377
47,2,287.37464583164245,9112.687437615506,148.56042792565222,11,1,49,214.37497784598008,8,15884.004331765373,79.2879119137046,178.1096876967726
34,3,741.7114401199273,13579.983776659956,381.5347039373727,2,3,3,278.83035037093816,7,17515.09238126933,34.30089156171752,405.7196999993745
41,2,276.8833789611029,8133.522508255362,126.46237359136889,13,1,33,197.91734093847748,5,17271.031977020295,85.66111999395633,178.28973928933343
44,6,565.620288421629,15484.159546441424,279.68440945330076,1,1,9,172.12342601976994,2,27148.155795471226,43.931570137871105,359.4155534141314
58,4,727.2915706920205,14068.076126746471,434.4303579902896,7,3,1,242.9504819995189,7,29559.724735433163,28.916661167554107,452.2678472459499
57,3,691.6249820326486,19345.89949872173,380.75527764517636,5,2,2,251.99268360709738,6,14481.086382313091,30.39864207491586,411.1439624069191
24,1,420.3341383276901,6580.159217567691,236.78604300211276,17,1,26,430.3617846660621,13,12132.547454635795,54.483509677641024,201.5812028576271
38,5,725.5701209003668,11777.065138322905,406.5144033545996,8,3,2,289.0734298774469,6,19668.905722124422,28.12306068578235,475.7640790674154
34,3,749.6826789463582,13162.093561682355,446.499491367659,8,3,1,283.8260550706845,9,21018.58636221265,37.946412035736586,424.2963924961839
43,6,710.3279822329762,17594.683534124964,403.0015610116417,1,1,10,161.63365400057765,5,18169.817717448102,46.42721305390126,299.63869601164924
39,5,619.908165321038,18654.884101587384,383.82069243341937,1,2,6,187.49387180653633,3,20569.492751999678,41.52560332287183,368.70029072134156
44,5,733.0042747115392,12185.91557291515,392.88616898386306,3,3,3,246.58828227821368,6,19180.60356884224,25.116922132885083,401.73530512729906
54,5,619.3139016721894,19147.73341459363,361.87619565140545,1,2,14,130.91248207218425,3,28524.949797953395,41.46465315411187,338.34709796473885
27,1,401.9670755256595,6461.738484214085,183.76354918408438,16,1,18,442.57139079799884,17,11371.9964391517,60.684584431096276,256.6907900748833
50,2,284.9907539484819,9884.969712415317,131.95914437400978,7,1,31,208.45072879803834,5,15308.130651384912,88.76836836654259,206.48659224788187
39,1,502.62171112215475,6778.93998265881,199.13980282685216,17,0,26,371.10698788175756,13,10698.324703572074,47.086513214907946,229.3536033855076
48,2,266.2151413959584,8021.642961342174,196.0571886633471,8,1,29,178.3844573832116,6,15681.734747205697,82.65929857245717,153.96529164117425
50,5,685.9865795318531,13252.862932218884,380.45284438803765,4,2,4,305.0863947431487,11,26552.691805264705,47.09763251664573,437.44119178016774
32,3,793.237234582042,15908.727414997318,392.1199407289463,7,3,4,335.1068183101047,11,18371.90937829216,33.397830221392304,434.1117822602747
35,4,774.2079559466476,19121.918872925024,432.2896955109412,6,3,1,207.73208647305535,8,24015.558525743818,30.25672315207612,376.70654132466564
32,3,289.2767556445801,7507.328161361325,185.34017253269582,13,1,30,174.602051089346,5,14274.463970932604,87.0081066134598,171.3063562922764
42,7,556.0946538691542,16897.660492849056,258.30838073393954,0,2,7,146.34633639735216,3,27452.108402790465,32.032268974085234,313.06754043544163
25,2,479.09031631615466,7716.454033678475,206.13467188015068,15,1,24,413.2638450285915,15,15674.476456698623,52.609430126384595,217.29655103908357
39,1,429.0656818272429,6234.629687333977,211.2211685220914,20,0,22,450.8320909275676,10,13629.493058094387,50.87048600762935,260.4406129494075
61,5,484.8132038980709,14336.75314708591,346.7711036955487,0,1,9,153.21125623715523,3,16474.21717845369,48.48698565607428,353.9431182193434
23,1,437.79287508475977,8036.370044608444,225.0126954415664,19,0,29,400.30902896321885,17,14219.735505028511,41.79403357958572,304.21202139483654
46,6,722.1279538049516,20915.70700629189,371.9997484509428,0,1,17,142.4523075284105,3,32390.90381683338,43.41182481520816,374.05811642990955
23,2,381.33879708706564,6204.916349788857,179.1879568658802,16,1,15,469.0208257723664,17,14132.650752299152,51.498868759280654,287.09581035418705
39,5,715.1423577709468,21191.077938699364,373.63573649287906,0,1,17,171.094572532048,5,14781.814671632363,40.99359039754126,328.25416588243934
47,3,845.9500446609303,15836.19721087447,377.2844281777735,2,3,3,294.53146111087153,6,19134.02551796231,26.067635908371546,456.5599563236676
64,7,618.3822357422079,21486.574601440694,335.398535175472,2,1,13,195.40659555053367,5,25399.76880705338,47.625613308442865,370.8233247445913
46,4,263.5855069026731,7133.578430117647,135.01317099096792,7,1,28,230.76201912524866,9,18060.425105705828,79.993604276101,155.22959256711522
46,3,713.9885456240524,13141.722418048363,390.9306475989003,3,3,3,257.6634842557588,9,16749.210365982388,23.70132650862625,434.21194982305974
33,2,499.2446198557996,7511.561097337076,158.6834150738499,15,0,17,408.02542297233657,17,9852.659234729701,77.11003821798747,230.6042736206482
48,4,306.06539117632695,7905.791416510506,193.34034144969172,12,0,28,183.73373301759008,8,10991.172402210152,84.16862893405933,177.63624792787763
61,5,593.9918888249889,18619.41451297027,342.5962062356566,4,1,11,145.73079245528007,5,20299.068175306136,38.97998656968489,405.45213206849525
59,7,625.779468229358,13068.2815488117,276.5348693674306,0,1,10,144.97577045396508,2,17418.975890580827,32.85297577773755,342.80351893885734
42,6,531.7061232265204,19512.908706304137,327.8992759669325,3,2,12,205.8216408494471,5,25020.733710880835,58.393519925268336,371.7935606673666
52,5,550.8985450030007,16634.621547485844,304.27920598802575,2,1,16,146.67837454425327,4,30962.362618035335,42.63478383456293,333.8155243499237
59,7,421.14317490959587,19266.828715627533,357.215062410192,0,1,11,113.43860980211682,4,26849.923010433904,35.803212018111665,351.53501994188355
56,7,531.091004248239,16706.56979855423,311.8066553585708,0,1,10,137.68705390770918,5,25868.17915827927,43.093437137063994,325.46901523180156
47,3,235.53241661778117,7827.3226629706705,115.84212930122617,5,0,40,166.39919282879038,4,16582.04541434231,84.55506200258405,171.02204008692655
55,5,723.3669513745621,13564.769207520047,377.9607044373772,4,3,3,242.35261750999064,11,14642.77615416121,17.233817997553388,410.6360589737614
54,6,557.4509661876914,17726.698679025463,336.8678467042625,4,2,15,122.35892066850734,4,16882.843024660448,50.87660111174464,344.26689465997845
46,5,434.94778820923347,19139.643276514267,377.2623385849318,4,1,8,201.97856259226376,5,24367.511915554798,34.44740675880387,309.0149983907002
55,3,695.064876130765,13915.52456394434,322.33678024651795,5,2,4,210.0476257071179,9,23999.63168414013,19.23183026372944,405.3366886525978
55,5,619.7850183430926,17181.41216919926,310.76194045799497,2,2,6,103.99220715384821,2,27226.08538555054,41.69149615908056,337.6565992977937
39,2,462.94372251343896,8494.234384170764,222.03122756736212,16,0,24,365.4700918524075,15,12194.488705471527,79.49335483894933,229.7064621256244
