age,annual_income,loan_amount,credit_score,loan_tenure_years,existing_loans,employment_type,education_level,marital_status,property_owned,loan_purpose,default
44.074247476510564,1952720.0874038679,354763.16961380077,359.6310774058314,18.254250057544493,3.545027168721717,Salaried,,,No,Education,
25.118976105101112,1189516.6665666488,728408.9605727075,844.7768797699949,12.252214994230028,4.848290556880933,Business,PhD,Married,,Personal,
,367166.17946890893,831950.8264661898,665.6752557918196,5.207087814449914,2.995509088833126,,,Married,No,Home,No
,1426033.3827645131,1087959.1888410249,623.6689190564355,16.76016627704285,3.5862610437293814,Self-Employed,Post-Graduate,,Yes,Personal,No
,,650213.6035503042,829.9177221903578,24.577130708975368,4.812637332555944,Business,Diploma,Divorced,No,Personal,Yes
,,,,5.120695031135001,1.4792102710153465,,PhD,Single,No,Car,Yes
56.91026383943628,1800593.8181235492,460625.46067447844,368.02850307523437,10.471000720227842,3.1324943101259644,,PhD,Single,No,Education,No
57.4338729130997,804226.0905950012,965979.0621783079,793.3300359491944,17.920295606482142,4.305927700060273,,Diploma,Divorced,,Home,No
30.74940435610142,,821156.3899940198,671.8653003652615,12.596288676461496,1.3215377994847972,,Diploma,,Yes,Home,Yes
49.372726870545705,399860.7192982122,1401863.0191948568,574.3790131224085,25.891852867716455,0.7587522212032588,Business,PhD,,No,Home,Yes
,1926705.5688750444,697779.760891485,,9.469827231532834,3.706865207835919,Salaried,PhD,Divorced,Yes,Home,
39.11318250908929,,638959.2072902841,712.7857183536208,4.70028160533812,4.704899884169961,Self-Employed,Graduate,Married,No,Home,Yes
25.262071495557354,618814.4001179357,870951.2588285172,541.5139603732272,,2.3207075393512664,Self-Employed,,Divorced,No,Education,Yes
27.336483951938124,1162553.006619048,1193664.866222064,401.5916546302196,1.564201752171823,0.04980666591960503,Self-Employed,Graduate,Married,No,Home,No
30.336631713884508,995999.9862837014,996367.4827483668,579.6618671867158,29.645083772395985,3.4702430501897648,Self-Employed,,Single,No,Education,No
41.97287079605783,1347698.0420546487,200576.47254869758,,20.963046479723445,4.525857272501639,Salaried,Graduate,Divorced,No,Home,No
,1996226.1926398405,946365.5544195725,,25.806946076370654,0.4912801809872136,Business,PhD,Married,No,Education,No
31.341926387079525,1852434.81424587,768994.9793148632,786.3707610733051,17.045697636588226,4.214162958970656,Salaried,,,,Home,Yes
21.28833211797122,988746.6909721863,1281506.466884432,743.0363745992265,19.099820470669382,2.406396586289929,Business,,Divorced,Yes,,No
,1557230.2395106377,235427.68127332404,457.46840927638345,1.8537261272638461,4.63647829554996,Self-Employed,Graduate,Married,No,Personal,
45.29831478261718,1449447.1980584934,1003193.3081849001,874.4053130215127,23.98643097606741,3.6112238785546142,Salaried,,Married,Yes,,No
28.372051619429357,,1364910.887746214,436.36512610930674,6.869314651672018,2.6840643170518326,,,Married,No,,
,,1382645.1407727692,,29.17870584686339,,Self-Employed,Diploma,Married,,Home,Yes
,513557.79426981154,,708.662015600182,28.82421380213098,,Business,PhD,Married,No,Personal,Yes
22.837375376946554,,448634.7497242516,,4.546630881003917,2.695728407986811,Salaried,,Married,Yes,Home,
,940736.5697174987,243476.8464560954,576.8605081435833,25.13227517596063,1.7976536015045967,Business,Diploma,Divorced,Yes,,
49.16627178263029,1139010.3846432252,1454431.26560136,,9.73477094391056,4.081477702358635,,,Single,Yes,,No
56.22895920044207,270667.2338637585,133371.20401083358,438.8966175126143,1.486592281582316,4.900423118571284,Salaried,,Single,No,Home,
57.73642947438685,,382486.0387627165,702.4456507231039,20.22693977733735,4.865229218194049,Salaried,Diploma,Married,,Personal,Yes
32.11581812670483,216727.9241438543,161140.72380713362,,22.393552923131786,4.0125222195622054,Self-Employed,Graduate,,,,No
63.604034562112496,1815595.693408155,,676.4652552854968,,,Business,,Married,,Personal,
41.51447792723306,1134987.8080496716,561146.17709584,848.6970408708959,22.5839776167197,3.3972484188707086,,,Divorced,Yes,Car,No
32.62001147361437,,,481.26139518133635,25.729549137209254,0.9503543332857023,Business,Graduate,Single,No,Education,Yes
,1488390.1226569398,,775.2545345656224,29.178124801483765,,Salaried,Graduate,,Yes,Personal,No
,1860261.671043471,294132.1857125119,427.6382237409205,16.935182285310006,1.8563944057309074,Self-Employed,Graduate,Married,Yes,Home,No
29.964047311260554,1408000.6445256227,,321.3171036786627,8.995043520207012,4.340043080262079,Business,,Single,No,Education,No
61.28034995511318,,479790.85488297365,426.1403461918678,28.00330055396328,1.065825796635539,Self-Employed,,Married,,,Yes
,1472522.2416671498,783002.4163482006,,13.295376465110959,2.4295859172896073,Salaried,Post-Graduate,,Yes,,No
57.84971807331121,1418813.3334212718,,,21.535684359459886,3.4686241301037413,Self-Employed,Post-Graduate,Divorced,Yes,Home,No
40.042730748408715,1376077.2487897922,1303765.0297259097,591.4036950363427,21.24324344005848,,Salaried,PhD,Married,No,Home,Yes
,1060138.498762047,169749.7500872147,547.5493294009076,29.22319677666608,2.6380577666869574,Self-Employed,PhD,Single,Yes,Car,
58.459135589558564,452479.33510886924,,725.9269988813534,11.904614010734173,4.438359725325921,Self-Employed,,Married,Yes,Car,Yes
,1554195.5089714264,211870.83644780773,389.4488847869691,8.708430278067471,,Self-Employed,,Single,No,,
,,,,28.342835734399635,1.4031489225007499,Business,Post-Graduate,Divorced,Yes,Car,Yes
49.2290844340324,,338946.2819580021,836.2262011275938,1.537642886338738,3.91079243707323,Salaried,PhD,Divorced,No,,Yes
63.963858177541844,1514400.6175016444,1222663.813078451,555.88892095399,5.560349996370257,,,,Married,,Home,No
52.032687806861716,,1320575.7137124033,380.3285783365173,28.34244299288774,,,PhD,Married,,Personal,No
,1231620.7804702308,158569.67360409282,314.5314027895709,16.209695949050825,2.5206833244290507,Salaried,,Single,,Personal,
30.037015278132383,942786.6508820031,722622.9295866047,,21.519690458928572,,Salaried,Post-Graduate,Married,No,,Yes
,,,,15.734192494821459,3.317047072948331,Business,Post-Graduate,Single,,Car,No
,,529592.8394431127,819.315117891147,12.048398276576693,1.7336360153525603,Self-Employed,,Divorced,,Personal,No
34.373060966479116,,371587.9795679358,,4.298908585747526,,Salaried,Diploma,Married,,Car,Yes
52.614280710224364,,1105857.216880345,574.0740238994294,15.989218967566597,0.1560416683472543,Business,,Divorced,Yes,Car,No
,,675453.7271182729,589.7492922409979,11.677291883186548,,Business,PhD,Single,Yes,Personal,No
,,764248.7584882961,745.9951875420337,9.445651232007364,1.722818232011905,Salaried,PhD,,Yes,Personal,No
34.75415614098222,1584377.1994162083,1436870.7055299396,798.4438547913021,28.53617959965972,,Salaried,Post-Graduate,,,,Yes
,930698.0629855184,684462.0026762561,816.0207686995183,,0.8521262216177949,Business,,,Yes,Education,
,,,646.6076358571828,,4.887577665889602,Self-Employed,Graduate,Married,,Car,
51.52534757724321,1472925.0261859016,,,,,Salaried,Post-Graduate,Single,Yes,Home,No
57.368575054730556,1221216.7012919933,,,11.644880863922936,,Salaried,Diploma,,No,Personal,No
,769262.6864898882,456989.94824033364,,8.426585595374526,3.265255634928945,Self-Employed,Post-Graduate,Single,Yes,Personal,Yes
27.737212011103082,727689.5019554998,1232956.822288162,,9.1844003292387,,Business,Post-Graduate,Divorced,No,Car,Yes
41.681259313215506,,1441494.0993069042,662.662601854231,20.88402866063867,3.5148331533347528,Business,Graduate,Single,Yes,Car,
,1323785.5935984054,,613.3585246279367,5.129464387604478,1.2603000363116867,,,Single,Yes,Home,Yes
43.71512796549405,1432017.5796139,500500.04227223614,591.4712471637667,17.73218951166475,1.3254737907123153,,Graduate,Divorced,No,Car,Yes
,236729.5115319698,984448.9556460975,596.7530348206272,29.95452611766072,3.0735324817753944,Business,Diploma,Single,No,Car,No
,679297.5632941972,304725.0443262872,470.4767330146025,5.675489777957301,2.679266687627788,Business,,Single,No,Personal,Yes
31.351727734826394,1853830.6504820713,513086.87696819264,405.908438833085,14.503522190798487,,Self-Employed,,Divorced,No,Car,
25.64376039817281,1851912.2219324585,621747.3713886895,339.43684540021474,14.754657850297432,,Salaried,Post-Graduate,Single,Yes,,No
,1308763.564935111,591282.7010655893,324.33978459213944,2.6367518364425573,4.38661535896647,,Diploma,Divorced,No,Car,No
31.72087737732733,,1416527.6819707123,,,2.861794864273115,Business,Diploma,Single,No,Car,
,370590.74774369923,1294004.769248663,736.2763199379185,29.496084673817894,,,Post-Graduate,Single,No,Personal,
41.48328546288556,1538650.790571603,641682.2712173391,779.2888516567259,11.769099228039194,,,Diploma,Married,No,,
51.40531466053076,1197118.175503146,,805.0402538819399,25.976555621027604,0.5982573694482074,Business,Post-Graduate,,,Personal,No
36.611332628883616,,,,1.2375180328552888,0.2883591967949184,Self-Employed,Graduate,,Yes,Car,Yes
25.552518544164403,1425233.7878434754,,563.5964591386987,19.413590682684806,,Salaried,Graduate,Divorced,Yes,Education,Yes
34.15069353819068,,611658.9148827579,482.0434967737832,,2.7859045485727107,Self-Employed,,,No,Personal,Yes
28.181190564645014,531739.0255079985,1401249.6814066442,423.6487032046478,,,Business,,,No,,No
31.24426236313691,810743.4111033187,1270389.0871696197,,22.19344997997572,0.29778649099988896,Salaried,PhD,Single,Yes,Home,Yes
,960599.8700604207,116558.76658567393,767.1312385327378,7.799592000745996,2.4977244200473803,,,Single,Yes,Personal,No
36.61609353656352,,654169.0888805093,534.3342933492382,,1.5897610615452606,Business,,,No,Education,No
,,1443507.3820603641,697.0913405657454,19.598363012259767,4.185916867724636,Self-Employed,Diploma,Divorced,No,Home,No
,1860597.5717778082,1343690.7940978163,610.9508078838919,3.4361446497737336,2.717585038416156,Business,Post-Graduate,,No,Home,
54.88165574391314,1820127.1637648502,528124.6874003022,,17.007921521139565,4.366022204397993,Salaried,Post-Graduate,Single,Yes,Home,Yes
55.774597282128155,1157256.9155071015,653284.3556429425,407.26290914480103,5.800606724336329,1.4159011529682703,Salaried,Diploma,,Yes,Personal,Yes
44.16979891780392,449706.6632001392,880587.1907921372,,13.17850326046335,,Business,,Married,Yes,,
32.27687572652419,548970.7431538515,1115020.8117197414,450.85762711251243,,4.319473763994322,Self-Employed,PhD,Divorced,,Car,Yes
64.79605474677825,,554030.2402891847,719.7676889700658,3.6372158469673788,2.0434381071675114,Business,Diploma,Married,No,Home,Yes
,603583.4953839196,1477397.6507126743,764.265763734182,10.940057500357367,,Business,Post-Graduate,Single,Yes,Education,
,,1004625.2129900354,498.05765491004615,28.78035111349192,4.082299026786823,Self-Employed,Graduate,Divorced,,Personal,No
27.80328585856176,1297094.3370613118,316877.97636292106,624.9579728586847,12.245902212443562,1.3479645907109221,Salaried,,Single,No,Personal,Yes
,1920676.842573496,828533.0994647497,819.8958664115917,4.603340730085583,4.1053621783104415,Salaried,Diploma,Single,No,Car,Yes
,1291733.7465155032,366098.3250439138,349.4538454471916,9.309935522656279,,Business,,,Yes,Car,No
,,507965.9006559366,,,,Business,PhD,Divorced,Yes,,Yes
,1258780.757130882,1402332.9589517794,876.9169356361499,24.723212877552534,1.6045454371246781,,,Married,No,,Yes
35.59495328370815,,191560.41271233972,597.527721317583,28.398583541277958,0.2300090837478952,Business,,Divorced,Yes,,Yes
,408156.6367264589,430875.68201191875,667.9245522321688,9.342000944039395,3.8447975064584874,Self-Employed,Graduate,Divorced,,Car,No
,1530813.361963634,476613.37706905627,787.9170808954274,3.1300368895377115,1.815977306637366,Self-Employed,,Married,,Home,No
54.05956330389652,523384.9799607432,1057563.8819053764,403.3544341758452,,2.119431010753555,,Graduate,Single,Yes,Car,No
,1762320.8711355957,1475879.12059348,,,0.4452205454969216,Business,Graduate,Divorced,Yes,Home,No
60.69589407959165,1988904.6217205285,311433.1871131024,350.81293646447693,23.468609096908317,4.855867612430501,Self-Employed,Graduate,Divorced,No,Personal,Yes
,267870.49709435186,415960.6975191923,,3.979218849567446,,Business,Diploma,Single,No,,Yes
,1125927.2271337092,1327097.9096944178,,13.762599541368495,3.6716697897264163,,Diploma,Single,Yes,,No
58.3222381634453,1108138.004308019,1467800.68214326,447.52297404401304,12.141398843000434,2.9925798742817653,,,Divorced,No,,
,1090482.827868802,1344236.0505214862,301.99221201626335,28.11446751572108,0.9234239089331786,Business,PhD,Divorced,Yes,Home,No
43.72320743774917,491880.9629813915,1278879.1420838982,370.35399012874063,26.43341114424346,2.1494444886366075,Business,Diploma,Married,Yes,Education,No
54.993542894298216,946077.5966093979,1464678.2959503338,843.3287024002916,12.435220771289385,0.13862730162160775,Salaried,Post-Graduate,,Yes,Personal,Yes
55.16261601803827,1905940.0707255995,622708.6513983296,868.0050675973333,5.52247884977901,3.4667383144675106,Business,PhD,Single,No,Home,Yes
45.41401581564874,,1031310.6250416891,790.9902351166431,4.123242015435391,4.239161131036498,Self-Employed,Post-Graduate,,Yes,,No
51.33939054994905,725373.4343513802,1444659.0001186645,518.4569220847065,5.036524294930897,1.8913365988871504,Business,Diploma,,Yes,Car,Yes
,573724.2276193129,734607.3351778603,512.3464882848828,,3.188615680024418,Self-Employed,,Single,Yes,Education,
51.94805352213211,1999850.5379694297,147335.69508645474,764.0975302156861,25.86371426305691,2.4083170441374575,Business,Post-Graduate,,Yes,Personal,Yes
,1153975.1901000664,1024210.4490551278,,19.995386388695266,3.913637267870751,Self-Employed,Post-Graduate,Single,No,,No
48.18799157225652,1713208.875740208,412053.11394728214,650.1920031784305,18.49472389144151,2.962174062099405,Salaried,,Single,Yes,,No
47.434589366914174,,1071493.6569826943,367.10119853989795,25.13844944874778,1.8811351090279604,Business,Diploma,Divorced,No,,No
47.87270731476647,1831060.6542531606,274284.1145215103,715.9587636117234,19.719211860989873,,Self-Employed,PhD,Divorced,No,,
51.936106408303324,1110440.6361975253,87259.25287930897,869.9709903461805,16.18425959685679,3.3527141380416547,Self-Employed,Graduate,,Yes,Education,No
24.383111754705986,,,564.8257448150996,23.74986210709671,,,,Single,,Car,Yes
30.321746653383293,1799400.3775421118,1014580.3274571442,,11.260959360803849,2.239018798125809,Self-Employed,Graduate,Single,Yes,Home,No
34.13185170852656,,,633.8634146137167,5.9364200230181865,0.028063348702532243,,Diploma,Married,No,Education,No
63.50710362346122,701557.2021319214,996431.7629883536,604.8543943326795,2.7858916961264724,0.14850621635602468,Self-Employed,Post-Graduate,Married,Yes,Personal,No
,1637599.1676175147,307847.5740383902,689.0267223037959,28.16577083786647,0.9590790549089867,Business,,Married,Yes,Personal,No
28.65956500473296,447140.49525099515,318641.3683955944,512.8889215305132,20.58449171814303,2.560793184623178,Self-Employed,PhD,Married,Yes,Education,
50.99737642537883,,447685.0099516947,344.8473560061771,15.175673991127622,4.23193493964882,Salaried,,Single,Yes,Car,Yes
58.00676766237425,1301612.8181926832,1391028.845722624,861.4380659158791,,2.0023130049852496,Self-Employed,Diploma,Married,Yes,Personal,
60.60252274871153,1927314.621808631,,,10.96038155462286,4.397277596966708,Business,Post-Graduate,,Yes,,Yes
30.150674795438555,716529.998595508,325894.76428387756,432.609508130838,9.792984134934517,0.11026982580969291,Business,Diploma,Married,,,No
62.69240257020512,,,680.2840165635655,15.285474697240316,,Business,Post-Graduate,Married,Yes,Car,Yes
,1866364.3148498947,1007640.814074468,486.9773811922492,16.116165366686346,4.22846693695833,Business,,Divorced,Yes,,No
27.766086518316712,1146201.333593165,579910.8942411003,674.9083382305287,2.9224436223832972,4.25162424515958,Self-Employed,Diploma,Divorced,No,Education,Yes
,673497.132191244,202676.4458473023,832.2813634787735,3.8600045743992193,2.286933852283447,Self-Employed,Post-Graduate,Single,Yes,Education,No
,1593302.8278326564,296266.72783703124,329.643625818117,19.065007726016677,,Salaried,Post-Graduate,Single,,,No
56.018979615729364,,1483994.6863374137,495.9656054645094,22.376734932503474,2.795845682390259,Salaried,Graduate,Married,Yes,,No
,,1158590.7165503306,422.85260857241553,7.059037864275487,,Self-Employed,Post-Graduate,Divorced,No,Car,
24.805604966714373,715852.8308362684,,441.91701829672763,10.39345949857808,4.837577818281233,Salaried,Graduate,Divorced,,Car,Yes
57.03505341929001,1398443.3373973717,1290031.85455075,,,,,,Single,Yes,Car,No
63.383873164341395,,207592.03756551992,528.5026931018695,3.4050924072759896,4.325693458524188,Self-Employed,Post-Graduate,Divorced,,,No
,1006904.362984106,429484.5581837803,521.4182683738135,,2.3547895348413057,Self-Employed,Diploma,Married,Yes,Home,
57.056098121959025,1150910.1746274102,1312360.7159761775,488.672861806737,,,Salaried,Diploma,Married,,Education,Yes
62.22298545989736,,1064916.3177701533,397.193526615869,18.924112908951443,2.227781200642121,Business,,Single,No,Education,
,,533618.5004567711,,27.63984524887719,3.1173384054242566,Business,,Married,Yes,Home,Yes
,,1408644.4521851062,805.0649226616451,10.818609063424557,,Salaried,,,,Car,Yes
,353402.2247919217,419024.7257658167,,4.22891190415986,3.5241869837225033,Salaried,PhD,Divorced,No,Education,Yes
48.6258591826159,,1481535.6050722674,826.1817720209457,14.567504626201877,0.17270566599010329,Salaried,Diploma,Divorced,No,,Yes
51.14090420534572,1747179.9766309683,,,1.3939573050045555,2.406940070633592,Self-Employed,Diploma,,Yes,Car,No
52.377710739134,1954447.252144761,738934.5235400279,310.3034997027434,20.413139599256702,,,Diploma,Married,No,Car,Yes
52.460247933746516,902915.158540202,,,23.440164193667623,1.5493440383378554,Salaried,PhD,,,Personal,No
30.76820341849213,1206307.8949237964,271777.5178135012,,26.666578444584154,2.2740990986828544,,,Married,Yes,,No
,1861693.010176654,345929.0809507105,,8.351301910661292,2.4958188213364974,Business,Post-Graduate,Divorced,,Education,Yes
43.01760732862955,,1170138.418255002,408.26479262459395,2.2529571177777035,,Self-Employed,,Married,Yes,Car,
62.36451451082448,883929.468622401,1002337.838344728,440.46597601600917,2.030543319328401,3.143791065881319,Business,Diploma,Single,Yes,Personal,No
,,814615.804151251,332.0015080728939,23.56153500519652,,Salaried,PhD,Single,No,Personal,No
,1721021.1798090106,217319.70583495553,688.9752869667632,11.781347562637722,4.189280185416785,Self-Employed,Graduate,Divorced,,Car,Yes
,725125.9595113455,,463.99912915876916,8.891327938077294,2.519717266900911,Business,Post-Graduate,Divorced,No,Education,No
,335834.3910148061,505252.48498078884,761.2772890872709,11.19389457055475,,Business,PhD,Divorced,No,Car,
,1196663.054879671,1351116.0465808176,561.369585557506,,4.415339451593595,Self-Employed,Post-Graduate,Single,No,Education,
50.672045756258655,1013158.0822397924,997529.9937604733,600.4100818982613,24.897034934073464,2.6377211404070975,Self-Employed,PhD,Married,No,Education,No
31.663249242648178,,,448.79733725896773,8.495190294965896,3.6794868388936637,,Graduate,Single,,Personal,No
40.76141636207478,,,704.4385954289503,,0.7975419502416053,Self-Employed,PhD,Single,,Car,No
51.75743553787662,764598.8428978841,1147576.739618872,796.9149611556905,27.156858344878838,4.4708218306465355,Self-Employed,,Single,No,Car,Yes
27.978546389790644,436028.14580276137,1256884.6027283645,579.9126224173492,10.9690837935509,0.004669417861290492,Self-Employed,,Single,No,Personal,No
29.240583826071074,579940.6702752422,413157.56985145755,725.97982631439,9.48208771367601,4.360333653494815,Salaried,Diploma,,Yes,Personal,No
40.308344912476905,1179951.4574271727,152460.41976263773,475.2375929329263,5.650929505223349,,Business,Graduate,Divorced,No,,Yes
,473902.6535894078,1355081.2073487272,628.4124308269902,19.11897446445655,4.60233758305966,Self-Employed,,Single,No,Car,Yes
,798031.5639185298,545981.2241913921,886.1124989619705,13.800149500254994,3.520971587259597,Self-Employed,Diploma,Single,Yes,Car,No
29.355621999717734,1461807.8133530975,,317.7622828332088,,,Business,Graduate,,No,Home,No
,,,842.9900035907426,,0.8256535066574439,,,Divorced,Yes,Home,Yes
56.968689633075016,520736.431107756,189319.94631932143,756.4389843896691,,2.79292907337912,Salaried,,Married,Yes,Car,
22.68978744733988,1732703.3104219893,1036886.1344335005,393.40683455896766,11.953784535688074,,Salaried,Post-Graduate,Single,Yes,Personal,Yes
50.39713066525768,,553360.3913866512,601.6718773879077,24.349882702474197,1.3605136804072215,,Diploma,,No,Home,Yes
21.617871354450422,,97472.64760596342,648.0866913299977,17.796509161605215,4.486463448526851,Self-Employed,Post-Graduate,Divorced,Yes,Car,Yes
61.839331523428775,250803.6019109122,,557.5452331762119,5.118963893977062,2.0577233722555333,Salaried,Graduate,Married,Yes,Car,Yes
26.024711690064873,,894130.5342301846,588.7848639713617,,0.5137089500053105,Salaried,Diploma,Married,Yes,Personal,
,,,336.488589853608,14.295425554749437,1.4051614894861786,Salaried,Post-Graduate,Married,No,,Yes
47.779501095993226,1397759.9860365388,151255.95409563245,858.6937610755788,5.2669836762588105,4.435400611724283,Self-Employed,Diploma,,Yes,Home,
58.2792762519816,1097669.9906453574,1190862.5648484572,753.6772752139262,17.548954861637306,4.5640667876756815,,,Single,No,Home,No
40.20037350586085,298180.71121803176,228377.67194799983,453.1511673662911,14.767509074087027,2.060305039879112,,,Single,No,Car,
41.47698928161538,,1442630.3491486441,602.6934204595799,,,,Diploma,,No,Personal,No
,1085672.6409468898,548150.3527136596,730.9464497364972,27.522438585972527,,Self-Employed,PhD,Single,No,Car,No
,1502403.727790948,1409024.1558789618,702.1169172855191,3.9941253811742525,0.6193852761367891,Business,Post-Graduate,Married,,,
41.269365201973606,,,,9.655283052449393,0.22469395568826545,,,Single,No,Education,Yes
,902983.8424371121,240197.59870655095,347.60827971187064,2.9656814943724856,3.0942629814841864,Salaried,,Single,Yes,Home,
36.94655335303759,,760545.6808768008,874.0498731249339,9.424262941444244,0.37652728677187663,Business,Diploma,Single,No,Personal,Yes
35.427439716554645,1386500.2646413837,602850.1332614548,328.19766779492164,23.12874441471508,,Salaried,Diploma,,Yes,Home,Yes
,,550800.2674775685,778.9875777395275,23.89452135999072,1.1412010512604198,Salaried,PhD,Divorced,No,Personal,
55.40667961709495,1082350.6195767072,573785.5784183007,,13.987126006643336,4.705502073266511,Business,,Single,,Home,Yes
,324365.8465803704,335809.9623315619,714.0711174268038,10.242187307269448,2.1852053899269785,Business,Post-Graduate,Married,,,Yes
50.860726183842104,1000565.894634257,140005.7880287944,609.1056561043758,,2.185666880397412,Business,,Divorced,No,Personal,No
61.854864430238855,802873.5336529395,522106.0799486369,663.9161840410845,14.267310918713584,,Self-Employed,Diploma,Single,Yes,Car,No
59.1528946272175,1399011.0975545158,951784.7298760827,494.8354583089097,14.832156567645367,0.6019968512508667,Self-Employed,,Married,No,,Yes
,1429039.045297225,257537.94722659403,493.7603346004378,9.878254874418323,,Business,PhD,Married,Yes,Education,Yes
22.85015357398953,1319452.9806074933,776844.7417009498,525.5898142741629,23.190147439279027,1.0764526692148935,Self-Employed,,Single,No,,No
38.32802330255654,,1389226.4725159218,413.7948656620178,27.299332983747234,4.343666831309286,Salaried,Post-Graduate,Divorced,Yes,Home,
46.67325248746485,800067.6262821325,130972.42846331692,714.5206472914685,14.14789828642376,2.0874284259978317,Self-Employed,Graduate,Single,Yes,Car,Yes
,1652673.0704989124,818961.8019677909,863.7270182282056,27.562730505598054,3.008527740095395,Self-Employed,Graduate,Divorced,Yes,Home,No
50.89145860048039,1184113.2359305883,985218.6610102762,,21.192311158206998,3.6084750891388344,,Post-Graduate,Divorced,No,Car,
,,,763.6133034043908,29.781638261115802,4.502007034809691,Self-Employed,Graduate,Single,Yes,Car,No
27.75596326426421,1523272.9904437545,911104.4715412277,652.3065916976902,27.446518979465942,,Self-Employed,,Single,No,Car,Yes
35.66060465166614,1054015.5743469489,579879.5448550968,847.4865864496086,7.108782485987402,0.3497713294137017,Salaried,,,Yes,Car,No
62.9375100982502,,1432553.3189336387,801.005192882942,10.876304550099206,,Salaried,PhD,Divorced,No,Personal,
39.781104486363965,,,364.97887745319287,12.326510504017786,3.622125324248656,Business,Diploma,Single,Yes,Education,
,307090.6000063863,127505.98580826026,522.0668968612008,4.019524245996467,3.77100608023849,Salaried,Diploma,Divorced,Yes,Home,No
59.333268308550004,,1027588.5498950791,425.7316017917701,,4.03278739253434,Salaried,,,No,Home,No
22.835878546802526,1358216.6045071597,399066.99758715334,639.3653049398256,24.905720454537384,0.46700312736774274,Self-Employed,Graduate,Single,No,Personal,
26.258890920302647,735935.9058458445,900009.6564031364,513.67181104875,,3.6786771191412733,Business,,,No,Personal,Yes
26.574422479508065,920856.8535946532,658200.6803586007,794.9021557631038,,1.1728987240772426,Self-Employed,Graduate,Married,,Personal,Yes
64.53839605590872,,871368.2559620406,557.6479014980672,,0.2899187852773333,,Graduate,Divorced,No,,Yes
24.933019292604243,,1408771.191345297,527.7167036440425,22.69824305727707,3.1727122733552315,Salaried,PhD,Divorced,Yes,Personal,No
,377633.62128032686,1277037.6531659905,745.6657926441264,22.31514823389021,0.06152901658794063,Business,,Married,,Education,Yes
60.20976320517211,,245402.9222688829,753.8983287861868,7.502344654324366,3.279912925702325,Salaried,,,No,Personal,No
37.90644650907704,344002.4438371522,,339.3703207022444,5.383696960680292,1.008916059409476,Salaried,PhD,Single,No,Home,No
22.047353172280665,,,430.6837747878284,25.25717106222951,1.980796663373594,Self-Employed,,Divorced,Yes,Car,
39.45350817965447,513469.12067821325,1316203.2265035277,733.132195626584,29.65601143189876,2.4731196198699195,Business,PhD,Single,No,Personal,
24.687130928943247,1176942.7199750138,,641.4002113389356,,,,Graduate,Single,,Education,No
47.00600992385139,949225.9125235757,1191956.9865582779,678.0814467547655,6.195905299704327,2.2575776496699596,Self-Employed,,Single,Yes,Car,No
,,196087.57549852808,692.5727779920294,13.541742077446047,0.71913583036744,Salaried,PhD,Married,No,,Yes
,1985528.7178457512,,,25.475564803235986,0.4038069946122025,Business,Diploma,Single,No,Home,No
,1866676.9775310166,939675.788804066,440.0674835377847,21.49983493384563,3.0711756951575135,,Post-Graduate,Single,Yes,Home,Yes
